ID,Year,AgeGroup,SmokingStatus,Maternities
7555,2019/20,25-34,Never smoked,44
7556,2019/20,25-34,Unknown,7
7557,2019/20,35 and over,Current smoker,4
7558,2019/20,35 and over,Former smoker,1
7559,2019/20,35 and over,Never smoked,2
7560,2019/20,35 and over,Unknown,3
7561,2019/20,35 and over,Current smoker,7
7562,2019/20,35 and over,Former smoker,6
7563,2019/20,35 and over,Never smoked,8
7564,2019/20,35 and over,Unknown,10
7565,2019/20,35 and over,Current smoker,2
7566,2019/20,35 and over,Former smoker,4
7567,2019/20,35 and over,Never smoked,35
7568,2019/20,35 and over,Unknown,3
7569,2019/20,35 and over,Current smoker,3
7570,2019/20,35 and over,Former smoker,6
7571,2019/20,35 and over,Never smoked,38
7572,2019/20,35 and over,Unknown,7
7573,2019/20,35 and over,Former smoker,2
7574,2019/20,35 and over,Never smoked,20
7575,2019/20,35 and over,Unknown,3
7576,2019/20,Under 25,Current smoker,8
7577,2019/20,Under 25,Never smoked,12
7578,2019/20,Under 25,Unknown,7
7579,2019/20,Under 25,Current smoker,16
7580,2019/20,Under 25,Former smoker,4
7581,2019/20,Under 25,Never smoked,33
7582,2019/20,Under 25,Unknown,12
7583,2019/20,Under 25,Current smoker,7
7584,2019/20,Under 25,Former smoker,5
7585,2019/20,Under 25,Never smoked,18
7586,2019/20,Under 25,Unknown,9
7587,2019/20,Under 25,Current smoker,5
7588,2019/20,Under 25,Former smoker,3
7589,2019/20,Under 25,Never smoked,15
7590,2019/20,Under 25,Unknown,4
7591,2019/20,Under 25,Current smoker,1
7592,2019/20,Under 25,Former smoker,1
7593,2019/20,Under 25,Never smoked,2
7594,2019/20,Under 25,Unknown,1
7595,2019/20,25-34,Current smoker,77
7596,2019/20,25-34,Former smoker,35
7597,2019/20,25-34,Never smoked,151
7598,2019/20,25-34,Unknown,78
7599,2019/20,25-34,Current smoker,20
7600,2019/20,25-34,Former smoker,21
7601,2019/20,25-34,Never smoked,71
7602,2019/20,25-34,Unknown,52
7603,2019/20,25-34,Current smoker,5
7604,2019/20,25-34,Former smoker,4
7605,2019/20,25-34,Never smoked,31
7606,2019/20,25-34,Unknown,18
7607,2019/20,25-34,Current smoker,6
7608,2019/20,25-34,Former smoker,7
7609,2019/20,25-34,Never smoked,58
7610,2019/20,25-34,Unknown,37
7611,2019/20,25-34,Current smoker,3
7612,2019/20,25-34,Former smoker,5
7613,2019/20,25-34,Never smoked,65
7614,2019/20,25-34,Unknown,29
7615,2019/20,35 and over,Current smoker,14
7616,2019/20,35 and over,Former smoker,7
7617,2019/20,35 and over,Never smoked,50
7618,2019/20,35 and over,Unknown,32
7619,2019/20,35 and over,Current smoker,6
7620,2019/20,35 and over,Former smoker,4
7621,2019/20,35 and over,Never smoked,28
7622,2019/20,35 and over,Unknown,15
7623,2019/20,35 and over,Current smoker,3
7624,2019/20,35 and over,Former smoker,3
7625,2019/20,35 and over,Never smoked,20
7626,2019/20,35 and over,Unknown,6
7627,2019/20,35 and over,Current smoker,1
7628,2019/20,35 and over,Former smoker,4
7629,2019/20,35 and over,Never smoked,33
7630,2019/20,35 and over,Unknown,9
7631,2019/20,35 and over,Former smoker,5
7632,2019/20,35 and over,Never smoked,36
7633,2019/20,35 and over,Unknown,12
7634,2019/20,Under 25,Current smoker,56
7635,2019/20,Under 25,Former smoker,14
7636,2019/20,Under 25,Never smoked,63
7637,2019/20,Under 25,Unknown,52
7638,2019/20,Under 25,Current smoker,17
7639,2019/20,Under 25,Former smoker,6
7640,2019/20,Under 25,Never smoked,35
7641,2019/20,Under 25,Unknown,24
7642,2019/20,Under 25,Current smoker,2
7643,2019/20,Under 25,Former smoker,1
7644,2019/20,Under 25,Never smoked,4
7645,2019/20,Under 25,Unknown,8
7646,2019/20,Under 25,Current smoker,2
7647,2019/20,Under 25,Former smoker,1
7648,2019/20,Under 25,Never smoked,3
7649,2019/20,Under 25,Unknown,6
7650,2019/20,Under 25,Current smoker,1
7651,2019/20,Under 25,Former smoker,2
7652,2019/20,Under 25,Never smoked,6
7653,2019/20,Under 25,Unknown,2
7654,2019/20,25-34,Current smoker,9
7655,2019/20,25-34,Former smoker,4
7656,2019/20,25-34,Never smoked,17
7657,2019/20,25-34,Current smoker,13
7658,2019/20,25-34,Former smoker,13
7659,2019/20,25-34,Never smoked,82
7660,2019/20,25-34,Former smoker,4
7661,2019/20,25-34,Never smoked,29
7662,2019/20,25-34,Current smoker,2
7663,2019/20,25-34,Former smoker,10
7664,2019/20,25-34,Never smoked,97
7665,2019/20,25-34,Current smoker,2
7666,2019/20,25-34,Former smoker,15
7667,2019/20,25-34,Never smoked,226
7668,2019/20,35 and over,Current smoker,1
7669,2019/20,35 and over,Former smoker,1
7670,2019/20,35 and over,Never smoked,11
7671,2019/20,35 and over,Current smoker,4
7672,2019/20,35 and over,Former smoker,3
7673,2019/20,35 and over,Never smoked,23
7674,2019/20,35 and over,Current smoker,2
7675,2019/20,35 and over,Never smoked,13
7676,2019/20,35 and over,Current smoker,2
7677,2019/20,35 and over,Former smoker,6
7678,2019/20,35 and over,Never smoked,49
7679,2019/20,35 and over,Current smoker,1
7680,2019/20,35 and over,Former smoker,13
7681,2019/20,35 and over,Never smoked,160
7682,2019/20,Under 25,Current smoker,4
7683,2019/20,Under 25,Former smoker,2
7684,2019/20,Under 25,Never smoked,7
7685,2019/20,Under 25,Current smoker,8
7686,2019/20,Under 25,Former smoker,3
7687,2019/20,Under 25,Never smoked,16
7688,2019/20,Under 25,Never smoked,6
7689,2019/20,Under 25,Former smoker,2
7690,2019/20,Under 25,Never smoked,5
7691,2019/20,Under 25,Never smoked,7
7692,2019/20,25-34,Current smoker,148
7693,2019/20,25-34,Former smoker,87
7694,2019/20,25-34,Never smoked,216
7695,2019/20,25-34,Unknown,5
7696,2019/20,25-34,Current smoker,92
7697,2019/20,25-34,Former smoker,91
7698,2019/20,25-34,Never smoked,262
7699,2019/20,25-34,Unknown,14
7700,2019/20,25-34,Current smoker,61
7701,2019/20,25-34,Former smoker,60
7702,2019/20,25-34,Never smoked,239
7703,2019/20,25-34,Unknown,30
7704,2019/20,25-34,Current smoker,16
7705,2019/20,25-34,Former smoker,38
7706,2019/20,25-34,Never smoked,208
7707,2019/20,25-34,Unknown,30
7708,2019/20,25-34,Current smoker,11
7709,2019/20,25-34,Former smoker,34
7710,2019/20,25-34,Never smoked,214
7711,2019/20,25-34,Unknown,35
7712,2019/20,35 and over,Current smoker,34
7713,2019/20,35 and over,Former smoker,22
7714,2019/20,35 and over,Never smoked,43
7715,2019/20,35 and over,Unknown,2
7716,2019/20,35 and over,Current smoker,19
7717,2019/20,35 and over,Former smoker,26
7718,2019/20,35 and over,Never smoked,86
7719,2019/20,35 and over,Unknown,4
7720,2019/20,35 and over,Current smoker,9
7721,2019/20,35 and over,Former smoker,19
7722,2019/20,35 and over,Never smoked,79
7723,2019/20,35 and over,Unknown,3
7724,2019/20,35 and over,Current smoker,6
7725,2019/20,35 and over,Former smoker,18
7726,2019/20,35 and over,Never smoked,78
7727,2019/20,35 and over,Unknown,17
7728,2019/20,35 and over,Current smoker,2
7729,2019/20,35 and over,Former smoker,18
7730,2019/20,35 and over,Never smoked,99
7731,2019/20,35 and over,Unknown,18
7732,2019/20,Under 25,Current smoker,118
7733,2019/20,Under 25,Former smoker,45
7734,2019/20,Under 25,Never smoked,116
7735,2019/20,Under 25,Unknown,6
7736,2019/20,Under 25,Current smoker,58
7737,2019/20,Under 25,Former smoker,41
7738,2019/20,Under 25,Never smoked,77
7739,2019/20,Under 25,Unknown,5
7740,2019/20,Under 25,Current smoker,25
7741,2019/20,Under 25,Former smoker,23
7742,2019/20,Under 25,Never smoked,47
7743,2019/20,Under 25,Unknown,9
7744,2019/20,Under 25,Current smoker,13
7745,2019/20,Under 25,Former smoker,12
7746,2019/20,Under 25,Never smoked,18
7747,2019/20,Under 25,Unknown,8
7748,2019/20,Under 25,Current smoker,4
7749,2019/20,Under 25,Former smoker,8
7750,2019/20,Under 25,Never smoked,18
7751,2019/20,Under 25,Unknown,9
7752,2019/20,25-34,Current smoker,16
7753,2019/20,25-34,Former smoker,12
7754,2019/20,25-34,Never smoked,36
7755,2019/20,25-34,Unknown,4
7756,2019/20,25-34,Current smoker,23
7757,2019/20,25-34,Former smoker,15
7758,2019/20,25-34,Never smoked,65
7759,2019/20,25-34,Unknown,16
7760,2019/20,25-34,Current smoker,15
7761,2019/20,25-34,Former smoker,16
7762,2019/20,25-34,Never smoked,106
7763,2019/20,25-34,Unknown,11
7764,2019/20,25-34,Current smoker,16
7765,2019/20,25-34,Former smoker,18
7766,2019/20,25-34,Never smoked,169
7767,2019/20,25-34,Unknown,26
7768,2019/20,25-34,Current smoker,6
7769,2019/20,25-34,Former smoker,14
7770,2019/20,25-34,Never smoked,106
7771,2019/20,25-34,Unknown,4
7772,2019/20,35 and over,Current smoker,4
7773,2019/20,35 and over,Former smoker,1
7774,2019/20,35 and over,Never smoked,6
7775,2019/20,35 and over,Unknown,2
7776,2019/20,35 and over,Current smoker,3
7777,2019/20,35 and over,Former smoker,1
7778,2019/20,35 and over,Never smoked,19
7779,2019/20,35 and over,Unknown,6
7780,2019/20,35 and over,Current smoker,6
7781,2019/20,35 and over,Former smoker,8
7782,2019/20,35 and over,Never smoked,29
7783,2019/20,35 and over,Unknown,4
7784,2019/20,35 and over,Current smoker,9
7785,2019/20,35 and over,Former smoker,13
7786,2019/20,35 and over,Never smoked,58
7787,2019/20,35 and over,Unknown,13
7788,2019/20,35 and over,Current smoker,3
7789,2019/20,35 and over,Former smoker,13
7790,2019/20,35 and over,Never smoked,48
7791,2019/20,35 and over,Unknown,6
7792,2019/20,Under 25,Current smoker,18
7793,2019/20,Under 25,Former smoker,8
7794,2019/20,Under 25,Never smoked,19
7795,2019/20,Under 25,Unknown,6
7796,2019/20,Under 25,Current smoker,8
7797,2019/20,Under 25,Former smoker,13
7798,2019/20,Under 25,Never smoked,30
7799,2019/20,Under 25,Unknown,5
7800,2019/20,Under 25,Current smoker,15
7801,2019/20,Under 25,Former smoker,9
7802,2019/20,Under 25,Never smoked,14
7803,2019/20,Under 25,Unknown,5
7804,2019/20,Under 25,Current smoker,6
7805,2019/20,Under 25,Former smoker,9
7806,2019/20,Under 25,Never smoked,22
7807,2019/20,Under 25,Unknown,11
7808,2019/20,Under 25,Current smoker,1
7809,2019/20,Under 25,Former smoker,5
7810,2019/20,Under 25,Never smoked,8
7811,2019/20,Under 25,Unknown,3
7812,2019/20,25-34,Current smoker,300
7813,2019/20,25-34,Former smoker,216
7814,2019/20,25-34,Never smoked,1322
7815,2019/20,25-34,Unknown,13
7816,2019/20,25-34,Current smoker,58
7817,2019/20,25-34,Former smoker,70
7818,2019/20,25-34,Never smoked,531
7819,2019/20,25-34,Unknown,2
7820,2019/20,25-34,Current smoker,18
7821,2019/20,25-34,Former smoker,48
7822,2019/20,25-34,Never smoked,389
7823,2019/20,25-34,Unknown,2
7824,2019/20,25-34,Current smoker,10
7825,2019/20,25-34,Former smoker,27
7826,2019/20,25-34,Never smoked,409
7827,2019/20,25-34,Unknown,1
7828,2019/20,25-34,Current smoker,4
7829,2019/20,25-34,Former smoker,20
7830,2019/20,25-34,Never smoked,303
7831,2019/20,35 and over,Current smoker,95
7832,2019/20,35 and over,Former smoker,67
7833,2019/20,35 and over,Never smoked,411
7834,2019/20,35 and over,Unknown,2
7835,2019/20,35 and over,Current smoker,19
7836,2019/20,35 and over,Former smoker,21
7837,2019/20,35 and over,Never smoked,222
7838,2019/20,35 and over,Unknown,1
7839,2019/20,35 and over,Current smoker,6
7840,2019/20,35 and over,Former smoker,18
7841,2019/20,35 and over,Never smoked,171
7842,2019/20,35 and over,Current smoker,2
7843,2019/20,35 and over,Former smoker,15
7844,2019/20,35 and over,Never smoked,197
7845,2019/20,35 and over,Unknown,1
7846,2019/20,35 and over,Current smoker,3
7847,2019/20,35 and over,Former smoker,21
7848,2019/20,35 and over,Never smoked,202
7849,2019/20,Under 25,Current smoker,194
7850,2019/20,Under 25,Former smoker,92
7851,2019/20,Under 25,Never smoked,481
7852,2019/20,Under 25,Unknown,2
7853,2019/20,Under 25,Current smoker,15
7854,2019/20,Under 25,Former smoker,14
7855,2019/20,Under 25,Never smoked,112
7856,2019/20,Under 25,Current smoker,11
7857,2019/20,Under 25,Former smoker,7
7858,2019/20,Under 25,Never smoked,70
7859,2019/20,Under 25,Unknown,1
7860,2019/20,Under 25,Current smoker,3
7861,2019/20,Under 25,Former smoker,4
7862,2019/20,Under 25,Never smoked,33
7863,2019/20,Under 25,Unknown,1
7864,2019/20,Under 25,Current smoker,1
7865,2019/20,Under 25,Former smoker,2
7866,2019/20,Under 25,Never smoked,13
7867,2019/20,25-34,Current smoker,165
7868,2019/20,25-34,Former smoker,91
7869,2019/20,25-34,Never smoked,386
7870,2019/20,25-34,Unknown,9
7871,2019/20,25-34,Current smoker,81
7872,2019/20,25-34,Former smoker,68
7873,2019/20,25-34,Never smoked,352
7874,2019/20,25-34,Unknown,4
7875,2019/20,25-34,Current smoker,22
7876,2019/20,25-34,Former smoker,26
7877,2019/20,25-34,Never smoked,217
7878,2019/20,25-34,Unknown,2
7879,2019/20,25-34,Current smoker,5
7880,2019/20,25-34,Former smoker,34
7881,2019/20,25-34,Never smoked,316
7882,2019/20,25-34,Unknown,1
7883,2019/20,25-34,Current smoker,6
7884,2019/20,25-34,Former smoker,14
7885,2019/20,25-34,Never smoked,165
7886,2019/20,25-34,Unknown,1
7887,2019/20,35 and over,Current smoker,46
7888,2019/20,35 and over,Former smoker,19
7889,2019/20,35 and over,Never smoked,115
7890,2019/20,35 and over,Unknown,1
7891,2019/20,35 and over,Current smoker,19
7892,2019/20,35 and over,Former smoker,29
7893,2019/20,35 and over,Never smoked,112
7894,2019/20,35 and over,Unknown,4
7895,2019/20,35 and over,Current smoker,6
7896,2019/20,35 and over,Former smoker,7
7897,2019/20,35 and over,Never smoked,80
7898,2019/20,35 and over,Unknown,1
7899,2019/20,35 and over,Current smoker,2
7900,2019/20,35 and over,Former smoker,13
7901,2019/20,35 and over,Never smoked,126
7902,2019/20,35 and over,Unknown,3
7903,2019/20,35 and over,Former smoker,8
7904,2019/20,35 and over,Never smoked,78
7905,2019/20,35 and over,Unknown,2
7906,2019/20,Under 25,Current smoker,117
7907,2019/20,Under 25,Former smoker,59
7908,2019/20,Under 25,Never smoked,151
7909,2019/20,Under 25,Unknown,3
7910,2019/20,Under 25,Current smoker,48
7911,2019/20,Under 25,Former smoker,33
7912,2019/20,Under 25,Never smoked,98
7913,2019/20,Under 25,Unknown,2
7914,2019/20,Under 25,Current smoker,15
7915,2019/20,Under 25,Former smoker,19
7916,2019/20,Under 25,Never smoked,36
7917,2019/20,Under 25,Unknown,3
7918,2019/20,Under 25,Current smoker,7
7919,2019/20,Under 25,Former smoker,3
7920,2019/20,Under 25,Never smoked,42
7921,2019/20,Under 25,Former smoker,3
7922,2019/20,Under 25,Never smoked,13
7923,2019/20,Under 25,Unknown,1
7924,2020/21,25-34,Current smoker,10
7925,2020/21,25-34,Former smoker,8
7926,2020/21,25-34,Never smoked,37
7927,2020/21,25-34,Unknown,2
7928,2020/21,35 and over,Former smoker,4
7929,2020/21,35 and over,Never smoked,15
7930,2020/21,35 and over,Unknown,1
7931,2020/21,Under 25,Current smoker,3
7932,2020/21,Under 25,Former smoker,6
7933,2020/21,Under 25,Never smoked,5
7934,2020/21,Under 25,Unknown,2
7935,2020/21,25-34,Current smoker,18
7936,2020/21,25-34,Former smoker,6
7937,2020/21,25-34,Never smoked,52
7938,2020/21,25-34,Current smoker,13
7939,2020/21,25-34,Former smoker,5
7940,2020/21,25-34,Never smoked,52
7941,2020/21,25-34,Current smoker,4
7942,2020/21,25-34,Former smoker,4
7943,2020/21,25-34,Never smoked,41
7944,2020/21,25-34,Current smoker,2
7945,2020/21,25-34,Former smoker,2
7946,2020/21,25-34,Never smoked,32
7947,2020/21,25-34,Former smoker,3
7948,2020/21,25-34,Never smoked,32
7949,2020/21,35 and over,Current smoker,3
7950,2020/21,35 and over,Former smoker,1
7951,2020/21,35 and over,Never smoked,10
7952,2020/21,35 and over,Current smoker,2
7953,2020/21,35 and over,Never smoked,21
7954,2020/21,35 and over,Current smoker,1
7955,2020/21,35 and over,Former smoker,1
7956,2020/21,35 and over,Never smoked,14
7957,2020/21,35 and over,Former smoker,1
7958,2020/21,35 and over,Never smoked,13
7959,2020/21,35 and over,Former smoker,1
7960,2020/21,35 and over,Never smoked,19
7961,2020/21,Under 25,Current smoker,22
7962,2020/21,Under 25,Former smoker,7
7963,2020/21,Under 25,Never smoked,25
7964,2020/21,Under 25,Current smoker,8
7965,2020/21,Under 25,Former smoker,4
7966,2020/21,Under 25,Never smoked,15
7967,2020/21,Under 25,Current smoker,3
7968,2020/21,Under 25,Former smoker,4
7969,2020/21,Under 25,Never smoked,7
7970,2020/21,Under 25,Current smoker,1
7971,2020/21,Under 25,Former smoker,1
7972,2020/21,Under 25,Never smoked,5
7973,2020/21,Under 25,Former smoker,1
7974,2020/21,Under 25,Never smoked,1
7975,2020/21,25-34,Current smoker,26
7976,2020/21,25-34,Former smoker,14
7977,2020/21,25-34,Never smoked,42
7978,2020/21,25-34,Unknown,1
7979,2020/21,25-34,Current smoker,42
7980,2020/21,25-34,Former smoker,35
7981,2020/21,25-34,Never smoked,119
7982,2020/21,25-34,Current smoker,22
7983,2020/21,25-34,Former smoker,37
7984,2020/21,25-34,Never smoked,174
7985,2020/21,25-34,Current smoker,5
7986,2020/21,25-34,Former smoker,17
7987,2020/21,25-34,Never smoked,84
7988,2020/21,25-34,Unknown,1
7989,2020/21,25-34,Current smoker,4
7990,2020/21,25-34,Former smoker,10
7991,2020/21,25-34,Never smoked,54
7992,2020/21,35 and over,Current smoker,4
7993,2020/21,35 and over,Former smoker,2
7994,2020/21,35 and over,Never smoked,7
7995,2020/21,35 and over,Current smoker,5
7996,2020/21,35 and over,Former smoker,6
7997,2020/21,35 and over,Never smoked,31
7998,2020/21,35 and over,Current smoker,2
7999,2020/21,35 and over,Former smoker,9
8000,2020/21,35 and over,Never smoked,66
8001,2020/21,35 and over,Current smoker,6
8002,2020/21,35 and over,Former smoker,5
8003,2020/21,35 and over,Never smoked,31
8004,2020/21,35 and over,Current smoker,1
8005,2020/21,35 and over,Former smoker,1
8006,2020/21,35 and over,Never smoked,18
8007,2020/21,Under 25,Current smoker,18
8008,2020/21,Under 25,Former smoker,5
8009,2020/21,Under 25,Never smoked,16
8010,2020/21,Under 25,Current smoker,23
8011,2020/21,Under 25,Former smoker,17
8012,2020/21,Under 25,Never smoked,47
8013,2020/21,Under 25,Current smoker,12
8014,2020/21,Under 25,Former smoker,11
8015,2020/21,Under 25,Never smoked,30
8016,2020/21,Under 25,Current smoker,3
8017,2020/21,Under 25,Former smoker,4
8018,2020/21,Under 25,Never smoked,9
8019,2020/21,Under 25,Current smoker,3
8020,2020/21,Under 25,Former smoker,3
8021,2020/21,Under 25,Never smoked,5
8022,2020/21,25-34,Current smoker,57
8023,2020/21,25-34,Former smoker,52
8024,2020/21,25-34,Never smoked,87
8025,2020/21,25-34,Unknown,2
8026,2020/21,25-34,Current smoker,30
8027,2020/21,25-34,Former smoker,37
8028,2020/21,25-34,Never smoked,87
8029,2020/21,25-34,Current smoker,12
8030,2020/21,25-34,Former smoker,18
8031,2020/21,25-34,Never smoked,77
8032,2020/21,25-34,Current smoker,3
8033,2020/21,25-34,Former smoker,20
8034,2020/21,25-34,Never smoked,88
8035,2020/21,25-34,Current smoker,1
8036,2020/21,25-34,Former smoker,8
8037,2020/21,25-34,Never smoked,61
8038,2020/21,35 and over,Current smoker,7
8039,2020/21,35 and over,Former smoker,10
8040,2020/21,35 and over,Never smoked,23
8041,2020/21,35 and over,Unknown,1
8042,2020/21,35 and over,Current smoker,7
8043,2020/21,35 and over,Former smoker,12
8044,2020/21,35 and over,Never smoked,27
8045,2020/21,35 and over,Current smoker,4
8046,2020/21,35 and over,Former smoker,3
8047,2020/21,35 and over,Never smoked,30
8048,2020/21,35 and over,Current smoker,1
8049,2020/21,35 and over,Former smoker,5
8050,2020/21,35 and over,Never smoked,36
8051,2020/21,35 and over,Current smoker,1
8052,2020/21,35 and over,Former smoker,1
8053,2020/21,35 and over,Never smoked,20
8054,2020/21,Under 25,Current smoker,46
8055,2020/21,Under 25,Former smoker,24
8056,2020/21,Under 25,Never smoked,48
8057,2020/21,Under 25,Unknown,1
8058,2020/21,Under 25,Current smoker,7
8059,2020/21,Under 25,Former smoker,17
8060,2020/21,Under 25,Never smoked,35
8061,2020/21,Under 25,Current smoker,4
8062,2020/21,Under 25,Former smoker,6
8063,2020/21,Under 25,Never smoked,12
8064,2020/21,Under 25,Current smoker,2
8065,2020/21,Under 25,Former smoker,3
8066,2020/21,Under 25,Never smoked,5
8067,2020/21,Under 25,Former smoker,2
8068,2020/21,Under 25,Never smoked,5
8069,2020/21,25-34,Current smoker,6
8070,2020/21,25-34,Former smoker,8
8071,2020/21,25-34,Never smoked,18
